0023,1023,23,,"2.01, 170530",,00:50,00:05,00:45,"Can't use 00:35, causes Iridium buffer timming problem.","November 2015, DaveZ",2GB,OK,YES,YES,YES,YES,0023
0024,1024,24,,"1.12, 150313",,,00:06,00:36,"***Failed, No coms, Rec RT010, 4S81E, IO4-17","April 2016, DaveZ",2GB,OK,YES,YES,YES,,0024
0025,1025,25,,"2.01, 170530",,,00:07,00:42,,"April 2016, DaveZ",2GB,OK,YES,YES,YES,YES,0025
0026,1026,26,,"2.01, 170530",,,00:08,00:38,,"April 2016, DaveZ",2GB,OK,YES,YES,YES,YES,0026
0027,1027,27,,"2.01, 170530",,,00:09,00:39,,"May 2016, DaveZ",2GB,OK,YES,YES,YES,YES,0027
0028,1028,28,,"1.12, 150313",,,00:10,00:40,,"May 2016, DaveZ",2GB,OK,YES,YES,YES,,0028
0029,1029,29,,"1.16,161014",,,00:11,00:41,,"May 2016, DaveZ",2GB,OK,YES,YES,YES,,0029
0030,1030,30,,"1.12, 150313",,,00:12,00:42,,"May 2016, DaveZ",2GB,OK,YES,YES,YES,,0030
0031,1031,31,,"1.12, 150313",,,00:13,00:43,,"May 2016, DaveZ",2GB,OK,YES,YES,YES,,0031
0032,1032,32,,"2.01, 170530",,,00:14,00:44,,"May 2016, DaveZ",2GB,OK,YES,YES,YES,YES,0032
0033,1033,33,,"2.01, 170530",,,00:15,00:43,,"June 2016, DaveZ",2GB,OK,YES,YES,YES,YES,0033
0034,1034,34,,"2.01, 170530",,,00:05,00:45,,"June 2016, DaveZ",2GB,OK,YES,YES,YES,YES,0034
0035,1035,35,,"2.01, 170530",,,00:06,00:36,,"June 2016, DaveZ",2GB,OK,YES,YES,YES,YES,0035
0036,1036,36,,"2.01, 170530",,,00:07,00:37,,"July 2016, DaveZ",2GB,OK,YES,YES,YES,YES,0036
0037,1037,37,,"1.12, 150313",,,00:08,00:38,"Damaged PT016, 4N-38W Brasil, FLASH data?","July 2016, DaveZ",2GB,OK,YES,YES,YES,,0037
0038,1038,38,,"1.12, 150313",,,00:09,00:39,,"July 2016, DaveZ",2GB,OK,YES,YES,YES,,0038
0039,1039,39,,"1.12, 150313",,,00:10,00:40,,"July 2016, DaveZ",2GB,OK,YES,YES,YES,,0039
0040,1040,40,,"1.12, 150313",,,,00:41,,"July 2016, DaveZ",2GB,OK,YES,YES,YES,,0040
0041,1041,41,,"1.12, 150313",,,,00:42,,"July 2016, DaveZ",2GB,OK,YES,YES,YES,,0041
0042,1042,42,,"1.12, 150313",,,,00:43,,"March 2017, DaveZ",2GB,OK,YES,YES,YES,,0042
0043,1043,43,,"1.12, 150313",,,,00:44,,"March 2017, DaveZ",2GB,OK,YES,YES,YES,,0043
0044,1044,44,,"1.12, 150313",,,,00:45,,"March 2017, DaveZ",2GB,OK,YES,YES,YES,,0044
0045,1045,45,,"2.01, 170530",,,,00:35,,"May 2017, DaveZ",2GB,OK,YES,YES,YES,,0045
0046,1046,46,,"2.01, 170530",,,,00:36,,"May 2017, DaveZ",2GB,OK,YES,YES,YES,,0046
0047,1047,47,,"2.01, 170530",,,,00:37,"Sent to IO1-18, Indonesia, not used GPS fix issue","May 2017, DaveZ",2GB,OK,YES,YES,YES,,0047
0048,1048,48,,"2.01, 170530",,,,00:38,,"August 2017, DaveZ",2GB,OK,YES,YES,YES,,0048
0049,1049,49,,"2.01, 170530",,,,00:39,,"August 2017, DaveZ",2GB,OK,YES,YES,YES,,0049
0050,,BAD,Faceplate,0050 not used,,,,,"sn 0050 facelplate damaged, 0050 not used",,,,,,,,
0051,1051,51,,"2.01, 170530",,,,00:40,,"August 2017, DaveZ",2GB,OK,YES,YES,YES,,0051
0052,1052,52,,"2.01, 170530",,,,00:41,,"October 2017, DaveZ",2GB,OK,YES,YES,YES,YES,0052
0053,1053,53,,"2.01, 170530",,,,00:42,,"October 2017, DaveZ",2GB,OK,YES,YES,YES,YES,0053
0054,1054,54,,"2.01, 170530",,,,00:43,,"December 2017, DaveZ",2GB,OK,YES,YES,YES,,0054
0055,1055,55,,"2.01, 170530",,,,00:44,,"December 2017, DaveZ",2GB,OK,YES,YES,YES,,0055
0056,1056,56,,"2.01, 170530",,,,00:45,,"December 2017, DaveZ",2GB,OK,YES,YES,YES,YES,0056
0057,1057,57,,"2.01, 170530",,,,00:37,,"December 2017, DaveZ",2GB,OK,YES,YES,YES,,0057
0058,1058,58,,"2.01, 170530",,,,00:38,,"June 2018, DaveZ",2GB,OK,YES,YES,YES,YES,0058
0059,1059,59,,"2.01, 170530",,,,00:39,,"June 2018, DaveZ",2GB,OK,YES,YES,YES,YES,0059
0060,1060,60,,"2.01, 170530",,,,00:40,,"June 2018, DaveZ",2GB,OK,YES,YES,YES,YES,0060
0061,1061,61,,"2.01, 170530",,,,00:41,,"Sept 2018, DaveZ",2GB,OK,YES,YES,YES,YES,0061
0062,1062,62,,"2.01, 170530",,,,00:42,,"Sept 2018, DaveZ",2GB,OK,YES,YES,YES,YES,0062
0063,1063,63,,"2.01, 170530",,,,00:43,,"Sept 2018, DaveZ",2GB,OK,YES,YES,YES,YES,0063
